user_id|status_id|created_at|screen_name|text|source|display_text_width|reply_to_status_id|reply_to_user_id|reply_to_screen_name|is_quote|is_retweet|favorite_count|retweet_count|quote_count|reply_count|hashtags|symbols|urls_url|urls_t.co|urls_expanded_url|media_url|media_t.co|media_expanded_url|media_type|ext_media_url|ext_media_t.co|ext_media_expanded_url|ext_media_type|mentions_user_id|mentions_screen_name|lang|quoted_status_id|quoted_text|quoted_created_at|quoted_source|quoted_favorite_count|quoted_retweet_count|quoted_user_id|quoted_screen_name|quoted_name|quoted_followers_count|quoted_friends_count|quoted_statuses_count|quoted_location|quoted_description|quoted_verified|retweet_status_id|retweet_text|retweet_created_at|retweet_source|retweet_favorite_count|retweet_retweet_count|retweet_user_id|retweet_screen_name|retweet_name|retweet_followers_count|retweet_friends_count|retweet_statuses_count|retweet_location|retweet_description|retweet_verified|place_url|place_name|place_full_name|place_type|country|country_code|geo_coords|coords_coords|bbox_coords|status_url|name|location|description|url|protected|followers_count|friends_count|listed_count|statuses_count|favourites_count|account_created_at|verified|profile_url|profile_expanded_url|account_lang|profile_banner_url|profile_background_url|profile_image_url|text2
187077341|1420117682163228672|2021-07-27 20:23:34|Seahawk_Davo|@intensaaa2020 Mmm ya me fastidie, no me gusta beber casi nada dw alcohol o cerveza|Twitter for Android|68|1.4198921654387057e+18|1.3370341643197683e+18|intensaaa2020|False|False|0|0||||||||||||||||1337034164319768576|intensaaa2020|es||||||||||||||||||||||||||||||||||||||||https://twitter.com/Seahawk_Davo/status/1420117682163228672|Davo|Puebla, Pue.|Orgullosamente IPN y U Cuauhtémoc, nunca he de simpatizar con las ideas de AMLO, runner, 6 veces medio maratonista y en proceso para mi primer maratón.||False|390|728|2|8743|1856|2010-09-05 05:30:41|False||||https://pbs.twimg.com/profile_banners/187077341/1368541261|http://abs.twimg.com/images/themes/theme18/bg.gif|http://pbs.twimg.com/profile_images/840270656063320065/7PpXgQM__normal.jpg|@intensaaa2020 Mmm ya me fastidie, no me gusta beber casi nada dw alcohol o cerveza
754923173422833665|1420117600227536899|2021-07-27 20:23:15|susiurbizu|No saben lo mucho que quisiera que me gustara la cerveza pero nomás no|Twitter for iPhone|70||||False|False|0|0||||||||||||||||||es||||||||||||||||||||||||||||||||||||||||https://twitter.com/susiurbizu/status/1420117600227536899|nugget con ansiedad|Mérida, Yucatán|"ella/la|she/her."||False|50|103|0|2946|4451|2016-07-18 06:18:05|False||||https://pbs.twimg.com/profile_banners/754923173422833665/1611819330||http://pbs.twimg.com/profile_images/1392738046177591297/mqchWiOY_normal.jpg|No saben lo mucho que quisiera que me gustara la cerveza pero nomás no
4518941727|1420117528110587905|2021-07-27 20:22:57|Veothfolnir|Escribo mal porque he bebido medio litro de cerveza sin ingesta previa de alimento. Sorry not sorry.|TweetDeck|100||||False|False|0|0||||||||||||||||||es||||||||||||||||||||||||||||||||||||||||https://twitter.com/Veothfolnir/status/1420117528110587905|Veoth||28 años, He/Him, LG(B)T. Full-time streamer, juego FFXIV y JRPGs sobretodo. https://t.co/lL3rmCSnzu Contacto: veothfolnir@gmail.com|https://t.co/0pxjj8LIZr|False|479|298|4|43627|25370|2015-12-18 00:02:33|False|https://t.co/0pxjj8LIZr|https://www.youtube.com/channel/UCRsjWfA-Z4veFnHfdp_sk-A||https://pbs.twimg.com/profile_banners/4518941727/1608378052||http://pbs.twimg.com/profile_images/1340260811579813888/HwalkHMi_normal.jpg|Escribo mal porque he bebido medio litro de cerveza sin ingesta previa de alimento. Sorry not sorry.
1284180586257670147|1420117527384965121|2021-07-27 20:22:57|tu_tio_teviola|@marlasuarezzz Cerveza, Vino, Whisky, Helado jejejeje 🤣💪🏻|Twitter for Android|42|1.4200915740049859e+18|1.2829371131142922e+18|marlasuarezzz|False|False|0|0||||||||||||||||1282937113114292226|marlasuarezzz|es||||||||||||||||||||||||||||||||||||||||https://twitter.com/tu_tio_teviola/status/1420117527384965121|El Tío M||"Lisensiado en el hidioma de Ezpañol.

Hadjunto, ezte pelfil no es hapto pa jente zenzivle"||False|698|510|1|12546|18904|2020-07-17 17:38:24|False||||https://pbs.twimg.com/profile_banners/1284180586257670147/1626811467||http://pbs.twimg.com/profile_images/1417326584705421312/pn8QjK0v_normal.jpg|@marlasuarezzz Cerveza, Vino, Whisky, Helado jejejeje 🤣💪🏻
1338605739221413888|1420117511786442752|2021-07-27 20:22:53|topdescuentostg|"💥Taza de Café, 18oz Vaso Termico Café Termo Doble Pared Aislamiento al vacío Acero Inoxidable con Tapa a Prueba de Fugas Taza Reutilizable Ecológica para Café té y Cerveza(Bl...
🛒 https://t.co/rNO3veZhTg
❌ 𝘈𝘯𝘵𝘦𝘴: 14,99€
✅ 𝗔𝗛𝗢𝗥𝗔: 𝟴,𝟱𝟵€
👁 https://t.co/LEd1UBTvAA https://t.co/uRVmLendRh"|FRIKItwitter|260||||False|False|0|0|||||amzn.to/376lbt7, t.me/top_descuentos…|https://t.co/rNO3veZhTg, https://t.co/LEd1UBTvAA|http://amzn.to/376lbt7, http://t.me/top_descuentos/108304|http://pbs.twimg.com/media/E7VFWesXsAAzuhk.jpg|https://t.co/uRVmLendRh|https://twitter.com/topdescuentostg/status/1420117511786442752/photo/1|photo|http://pbs.twimg.com/media/E7VFWesXsAAzuhk.jpg|https://t.co/uRVmLendRh|https://twitter.com/topdescuentostg/status/1420117511786442752/photo/1||||es||||||||||||||||||||||||||||||||||||||||https://twitter.com/topdescuentostg/status/1420117511786442752|TOP Descuentos Telegram|Spain|"Los mejores descuentos del día en las mejores tiendas online.
Además, vídeos de productos en YouTube:
https://t.co/tIDyiR9EfA"|https://t.co/ks5VRb7KD1|False|25|1|0|55338|0|2020-12-14 22:04:48|False|https://t.co/ks5VRb7KD1|https://t.me/TOP_Descuentos||https://pbs.twimg.com/profile_banners/1338605739221413888/1608019835||http://pbs.twimg.com/profile_images/1338609798229667840/A983uo2D_normal.jpg|"💥Taza de Café, 18oz Vaso Termico Café Termo Doble Pared Aislamiento al vacío Acero Inoxidable con Tapa a Prueba de Fugas Taza Reutilizable Ecológica para Café té y Cerveza(Bl...
🛒 
❌ 𝘈𝘯𝘵𝘦𝘴: 14,99€
✅ 𝗔𝗛𝗢𝗥𝗔: 𝟴,𝟱𝟵€
👁  "
1378676885526351872|1420117401727901697|2021-07-27 20:22:27|BastionJons|"Me he replanteado dejar de beber cerveza.

Solo me lo he replanteado."|Twitter for Android|69||||False|False|0|0||||||||||||||||||es||||||||||||||||||||||||||||||||||||||||https://twitter.com/BastionJons/status/1420117401727901697|BastionJons||"¡Viva la España por hacer!

Trabajador en Logística.

Militante en @BastionFrontal 

Economía y temas laborales
¡Viva el Fascismo!"||False|1013|226|3|6144|8459|2021-04-04 11:53:40|False||||https://pbs.twimg.com/profile_banners/1378676885526351872/1627227412||http://pbs.twimg.com/profile_images/1412147930631479297/YGqTSo3x_normal.jpg|"Me he replanteado dejar de beber cerveza.

Solo me lo he replanteado."
1287860691689504776|1420117378562670592|2021-07-27 20:22:22|queridawhis|"@_JNox_ Bonico del tó. 
Y cerveza.
Ains."|Twitter Web App|32|1.4201171666874122e+18|569566188.0|_JNox_|False|False|1|0||||||||||||||||569566188|_JNox_|es||||||||||||||||||||||||||||||||||||||||https://twitter.com/queridawhis/status/1420117378562670592|Whis||Yo ya me iba.||False|602|116|6|3273|6945|2020-07-27 21:21:47|False||||https://pbs.twimg.com/profile_banners/1287860691689504776/1617657112||http://pbs.twimg.com/profile_images/1354431051322556423/45tQdBGf_normal.jpg|"@_JNox_ Bonico del tó. 
Y cerveza.
Ains."
4735630142|1420117334920925184|2021-07-27 20:22:11|KevinPo62361888|@abogadolpa Una cerveza para este hombre por dios!!|Twitter for iPhone|39|1.4200736853067776e+18|274749508.0|abogadolpa|False|False|0|0||||||||||||||||274749508|abogadolpa|es||||||||||||||||||||||||||||||||||||||||https://twitter.com/KevinPo62361888/status/1420117334920925184|Kevin Portillo|Guatemala|||False|72|114|0|1386|3614|2016-01-10 00:00:09|False||||||http://pbs.twimg.com/profile_images/1254431130759172103/4B5u5UN7_normal.jpg|@abogadolpa Una cerveza para este hombre por dios!!
210624605|1420117275839975427|2021-07-27 20:21:57|luiscamposvela|"Si Costanera 700 es tan bueno por qué no lo tenía en el radar? 
Ahora, lo que encarece una cuenta es el vino y hay que estar bien pendejo o ser un ignorante en el tema para pedir una botella si no todos piden lo mismo (por el maridaje).
Una cerveza queda mejor."|Twitter for iPhone|261||||False|False|0|0||||||||||||||||||es||||||||||||||||||||||||||||||||||||||||https://twitter.com/luiscamposvela/status/1420117275839975427|Luis Campos Vela|Perú|"No me gusta el pescado, mucho menos en semana santa

Ig: https://t.co/yFWd0AwGCs"||False|420|219|10|81608|2100|2010-10-31 22:13:03|False|||||http://abs.twimg.com/images/themes/theme1/bg.png|http://pbs.twimg.com/profile_images/1212835434/n1080960786_388133_6826457_normal.jpg|"Si Costanera 700 es tan bueno por qué no lo tenía en el radar? 
Ahora, lo que encarece una cuenta es el vino y hay que estar bien pendejo o ser un ignorante en el tema para pedir una botella si no todos piden lo mismo (por el maridaje).
Una cerveza queda mejor."
1026456151091806214|1420117231703191553|2021-07-27 20:21:47|hoynosoydomi|acabo de ver a Javi abrir una cerveza con un tapón de coca cola okay|Twitter for Android|68||||False|False|0|0||||||||||||||||||es||||||||||||||||||||||||||||||||||||||||https://twitter.com/hoynosoydomi/status/1420117231703191553|Topete||"Ella me dejó porque era un wannabe.
Joe💔"||False|83|176|0|3723|3392|2018-08-06 13:13:11|False||||https://pbs.twimg.com/profile_banners/1026456151091806214/1570863805|http://abs.twimg.com/images/themes/theme1/bg.png|http://pbs.twimg.com/profile_images/1343162615967711236/8GofjJVx_normal.jpg|acabo de ver a Javi abrir una cerveza con un tapón de coca cola okay
